,Reviews,Rating
53273,Great caf Cheap and friendly,1
53274,Good takeaway So So,1
53275,Love it here for sport viewing Great local pub,1
53276,Freshly Cooked Tasty,1
53277,Real Sichuan food near Tottenham Court Roa Its the real deal -delicious food,1
53278,Tasty prawn hotpot Small and quiet Good food:),1
53279,Excellent choice of cocktails Tasty and reasonably priced,1
53281,A terrific Tiger Late Saturday lunch and drink,1
53282,Lovely find All you could wish for,1
53283,Great alternative venue Devonshire Square,1
53284,Great entertainment Fab venue,1
53285,Just discovered this Musician Institution Wednesday super live band,1
53287,plenty of choice excellent service and ve Take away,1
53288,Delicious Pulled Pork rolls Hearty and Tasty Pulled Port Sandwich Won,1
53289,Great cod good looking yet mediocre chips Love the fish and chips shop,1
53291,Not a yufka and no wrap  Cliche but hidden gem,1
53293,Good grub Friendly Staff,1
53294,Rita is the star of the show Vegan friendly,1
53295,Perfect Monday Great Takeaway,1
53296,Community of Practitioners (CoP) Meeting a fun & great tastes,1
53297,Good food Excellent food good value and delightful,1
53298,Average Good price not bad food,1
53299,Its got a good Italian-family restaurant Strong atmosphere main courses and servic,1
53302,Friendly and great place to socialise Buzzing,1
53303,Beautiful calm spot Best Massage Ever,1
53304,Nice food bit slow Wrap was half hot half cold and stew was l,1
53305,Consistently Excellent Food Best Curry in Amazing curries,1
53306,Good veggie selection My favourite London Greasy Spoon,1
53307,Perfect little stop Birthday Lunch,1
53308,Nice service combined with good food Delicious soup and grilled duck,1
53309,Amazing Ribs Perfect Lunch,1
53310,Every time is a great time Great restaurant,1
53311,WELL WORTH A VISIT The Food is Good,1
53312,The best pasta in Ealing Very nice coffee,1
53313,Good free good gigs Fantastic gig,1
53314,Gem of a pub A nice friendly local,1
53315,Always great food Good food in simple surrounding,1
53316,Easy grab and go meal Aussie Couple,1
53318,Recommended for tasty middle-Eastern food Early morning coffee and snacks,1
53319,Good atmosphere attentive staff Best Korean food in central London,1
53320,Had breakfast here very good great place for a lunch on the move,1
53322,We love this cafe for wonderful homecooked Great Coffee and Croissants,1
53323,Back Again Yum,1
53324,Really memorable New favorite in east London,1
53325,Excellent breakfast venue Great Quick Breakfast,1
53326,Lebanese Cuisine - Stylish with Attentive Would Avoid,1
53328,Great Caribbean food So lively great atmosphere on any night,1
53329,Mari Vanna > Borshtch N Tears Wow Wow Wow,1
53330,Interesting south indian / keralan cuisine Ayisha,1
53331,Welcoming and tasty NICE FOOD AND GOOD DRINK,1
53332,Friendly and very tasty Lovely place to eat,1
53334,Lovely central London private club Great for rooftop cocktails,1
53335,Burgers at their best the flavours explod nice burgers,1
53339,Tasty Great place at Camden Market,1
53340,Delicious healthy fare Great,1
53342,Bell Boi meets all of your needs Best coffee I found in London,1
53343,Good for take out Convenience store,1
53344,Fabulous coffee At last proper coffee,1
53345,Nice Great value mixed grill,1
53346,Early work Christmas lunch Beautiful Building good food quick servi,1
53348,Overlooked as around the corner Best take-away Thai in SW London,1
53349,Lebanese Charm Lovely food,1
53350,AA not too noisy Very reasonable for central London,1
53351,Best take away/ local restaurant - amazing Blown away by take away,1
53352,Good Value Pizza Very nice pizza,1
53353,Thai food? Good as always,1
53354,A LITTLE PIECE OF ITALY Fantastic authentic Italian Food at a grea,1
53355,Large bar under the railway arches near So Worthwhile and Laid Back,1
53358,Dinner amazing food,1
53361,Friendliest cafe in Sydenham The best,1
53362,Good for quick Mexican food stopover withi Big serving of burritosthe best camote fr,1
53363,Delicious small plates Best bottomless brunch,1
53364,Great Irish Grilled Food Doing Ireland proud,1
53366,Very unusual place really enjoyed the vis Unique cocktails in a cosy atmosphere,1
53367,Flavourful Indian Offerings Amazing contemporary cuisine - delicious,1
53368,Godfrey Coelho Best food for the best price,1
53369,New Russian Restaurant Great quality food Decent interior,1
53370,Good Juicy Chicken,1
53371,Great food very affordable wonderful sta good delivery,1
53372,Nice to sit outside on a sunny day Friendly Little Bar,1
53374,Probably The best Fish in London Lovely home made food,1
53376,So much choice Then head off to Regents Park,1
53377,Across from Borough Market Good breakfast,1
53379,Properly obliging Great food and atmosphere,1
53380,Classy but not perfect Business meeting,1
53381,Lovely Eggs Benedict A little corner of France in Castelnau Ba,1
53382,Fantastic Food Excellent night,1
53383,Awesome Pub & Thai Food Traditional local pub worth searching out,1
53384,Good not very good - and open Sunday ev All-round Excellence,1
53386,Low cost quick decent Thai food Fast food great quality,1
53387,Very nice Fantastic,1
53388,Great food and coffee Best coffee in the neighbourhood,1
53389,Lovely - great value - hearty meals Iconic Student Fave,1
53390,They make it strong Very poular with locals,1
53391,Excellent neighbourhood chippy Great fish and chip shop,1
53392,excellent service and food Really rather good,1
53393,Best local shisha spot \U0001f92e Best Shisha spot thus far,1
53394,Good deal Healthy lunch meetings,1
53395,Great little restaurant Great little place,1
53396,Great breakfast before the game Great breakfast,1
53397,Quality Guaranteed Always good,1
53398,Great food and great host but the restau Best take away ever,1
53399,A Great Dining Experience fabulous,1
53402,Good sushi for lunch Acidic udon,1
53403,Fab takeaway Best Fish and Chips,1
53404,A relaxed afternoon of good food Good food but not very authentic,1
53405,My new favourite spoon What a great cafe,1
53407,Yep scrummy Random find,1
53411,A Sanctuary From the Shopping Good Pub in the Cavendish Area,1
53412,Appertising menu - Top Turkish Tucker Excellent lunch,1
53413,Authentic food at great prices Fantastic authentic curries at third-world,1
53414,A good chip Good stuff,1
53415,Cheesetastic Super cheesy,1
53416,Give it a go if you like Mexican Legit burrito in London,1
53417,Excellent Halal Chicken Shop Fave local chicken place,1
53418,Excellent Venezuelan food Just like home,1
53419,Perfect Wedding Reception Absolutely beautiful venue,1
53420,First visit not the last Quick and fresh,1
53421,Love the food atmosphere and service Proper Italian food,1
53422,Friendly pub good beer great atmosphere Really good local pub with good music,1
53423,Lunch withFamily & Friend Worth a visit,1
53424,Very good food Hidden Gem,1
53425,Great staff/atmosphere food average Enjoyable new years eve,1
53426,Friendly and relaxed Good wine,1
53427,Homely cafe excellent ingredients gorgeo I love this place,1
53428,Canary wharf kiosk Pricey but good,1
53431,Slightly different to usual Chinese Good food terrible service,1
53432,Unexpectedly fantastic food and great atmo Perfect weekday chill,1
53433,Best coffee in Highgate Good Gails option,1
53434,Good location and good value Good value for money,1
53435,Sort the basement out Terrible,1
53436,Wonderful staff Lunch,1
53437,Secret love affair Lovely Coffee and Lunch,1
53438,great Great fun place to eat,1
53439,Excellent fish at reasonable prices with g A nice addition to the 7 Dials restaurant,1
53440,Good drink selection #snowkind,1
53441,A South London Institution Damn good sausage sandwich,1
53443,Great food Great tapas mixed with friendly staff,1
53445,Cut above normal indian (Nepalese) takeawa Lovely Indian food,1
53446,Had a lovely visit Authentical food in authentical surroundin,1
53447,Great Pizza place Punjabi Tadka Italian style,1
53449,Birthday lunch Good value and relaxed atmosphere - tasty,1
53452,Delicious flavours in a basic restaurant Feels like being a tourist (in a good way,1
53453,lacklustre service and dodgy billing Good location not too much food quantity,1
53454,Lovely little place with an excellent porr Neighborhood Italian restaurant - nice bre,1
53455,Delicious Katie is ace,1
53456,Delicious varied menu and great coffee Fantastic place,1
53459,The Best Caribbean place to eat Good Caribbean food place,1
53461,Great little place Looking for good Turkish with great servic,1
53462,Friendly owner nice pasta great portions Friendly owner fresh food,1
53463,Best place to eat Vietnamese food in Peckh Tasty Good Value,1
53464,friendly and fantastic Lovely fried breakfast,1
53466,Lovely lunch Pleasant cafe under St Pauls,1
53467,Coffee Lovely sunday breakfast,1
53468,Great food poor service Excellent food handy takeaway and caterin,1
53469,Decent East London pub 5⭐️ Lunch,1
53471,Authentic Ethiopian Food and Great Service Amazing food with amazing staff,1
53474,Casa Pepe Emma makes a difference ,1
53475,Traditional Decent,1
53476,Nice place for breakfast Lovely meal,1
53478,Delicious food Lovely evening @ Ferdiesfoodlab,1
53479,Hipster paradise Great food and coffee,1
53480,My favourite kebab in London what a great atmosphere,1
53481,Fantastic company Xmas event Excellent team-building experience and sup,1
53484,Good place amazing food very profesional A real find,1
53486,Bravissimo Family visit with active grandson,1
53487,Fantastic little bar with great sandwiches Excellent Coffee Bar,1
53488,Dependable Great tasting Lebanese Food Best Lebanese food in sw london,1
53490,Drinks before Jamiroquai concert Pre show drinks,1
53491,Cheap and nice Students need to check this night out,1
53492,Great home made cake Breakfast,1
53494,The Nelson is admirable Great place to meet and eat,1
53495,Typical Pret Friendly staff and good fast healthy food,1
53497,Very Good Great Take Away in City,1
53499,O M G😱👍👍👍 Pretty good Italian,1
53500,Good Turkish food Brunch,1
53501,One of the best Wonderful service,1
53503,Nice service and nice Chinese food Surprisingly Good,1
53508,Lovely local cafe Excellent coffee,1
53509,Yum yum nom nom Stunning food,1
53510,A Little Treasure Lovely lunch,1
53511,Good tasty food Brilliant food Great location Perfect se,1
53512,Best bloody pasta this side of Piza Great pasta good portion reasnoable pric,1
53513,Where have you gone? Decent,1
53515,Excellent service wine and food Great food and friendly staff,1
53516,Fantastic food and great vibe What a great place,1
53518,Agree with Tony J Frozen Fish? Watery Gravy Stale Oil,1
53520,Lovely experience Portuguese birthday lunch,1
53521,Take away Nothing comes even remotely close to this,1
53522,A new place to eat About the cocktails ( limited edition tast,1
53523,Absolute joy DELICIOUS cuisine charming Italiano supremo,1
53524,My favourite falafel wrap one of the best falafel ever,1
53525,Quick sugar Even the small tub was a massive amount of,1
53528,Fantastic Burgers and Wings A local restaurant worth supporting,1
53531,Always Fabulous WOW,1
53533,Saturday night kebab Tasty food good service,1
53534,Good Food Good Staff Great Breakfasts Great service by lovely staff - how the st,1
53535,Great Breakfast great traditional cafe,1
53536,Nice cocktails good atmosphere Great cocktails,1
53537,Great clean tasting Thai food Tasty Thai,1
53538,Travellers Dream Cool Bar Brilliant Service,1
53539,Expectations were low based on the menu bu A very pleasant introduction to Korean foo,1
53540,Tasty traditional fast food Pie Mash and Eels,1
53541,Extremely good but so quiet One of the finest Indian Restaurants,1
53543,Birthday Lunch Excellent food and service,1
53544,Beer Garden Great find,1
53545,Great Thai Nice little place,1
53546,A great bar For cours Making,1
53547,Fresh Authentic Japanese Sushi Bonus: Its best sushi in town,1
53548,Thoroughly enjoyable Great hot pot place ,1
