,reviews.text,sentiment
11560,"These batteries are HORRIBLE. I purchased the 36 pack of AAA's a few months ago, and just started using them last week. So far out of 5 batteries used 2 were DOA, 2 lasted 4 days and 1 got so hot the plastic around the end is burnt.",negative
11562,Worst batteries I've ever bought. Last about two weeks in a remote control.,negative
11563,These do not work good in cameras. I use a small point and shoot Cannon Camera for work. With these batteries I seem to be changing them almost every time I go out. Other name brand batteries seem to last 3-4 time longer.,negative
11568,"Maybe I got a bad batch. However, with 48 batteries, you'd think if that were the case that some of them would work well, and for me they have not. The main way these are being used are in an Xbox remote. The Xbox is only used to run Netflix, Hulu, and Amazon Video on our tv, so I am basically using the game remote as a TV remote. It is never used for playing video games. That being said, I am lucky if a set of 2 of these batteries lasts 10 days in this remote. That is a far cry from name brand batteries I have bought. I purchased these thinking they would be a great deal. However, going through them 3x as fast as other batteries makes them a worse value, not to mention it is annoying to have to change them out so often. I will use up the ones I already bought, then I will not be buying any more.",negative
11575,"We bought these batteries to use in a medical Holter Monitor. Typically we put batteries in for 24 or 48 hour monitors. After one use, we need to replace the batteries. These batteries did not even last the 24 hours. Patients wasted their time and the testing was wasted. It was embarrassing to make the patient reschedule their test due to our equipment failure. These cost our business money. Will never buy again.",negative
11582,Most of these batteries either do not have any life left to them or they are die out after one use. terrible product.,negative
11583,Are not strong enough to work the remote to my smart tv. Not sure what I will use these for since they only last about two weeks in my other tv remote.,negative
11584,"Can't believe Amazon's name is on these pieces of dung. Very short life. I've migrated to Eneloop rechargeables for AAA as well as AA now big savers, as I have a lot of doodads.",negative
11595,"I use these for reading lights (the kind you clip on a book) which I use for coloring. The light gets dimmer after a few hours use the batteries I get from dollar tree last the same if not better. Duracell and energizer, however, last at least 20 hours before the light gets dim.",negative
11599,"Would not buy these again. I reluctantly gave it a 2nd star because the price was good, but the batteries are pretty much 1 star. These get pretty good reviews so I was excited about them. Then the kids kept coming back WAY TOO FAST asking for batteries for their Wii remote. It didn't make sense to me until I tossed some in my blood pressure monitor. That thing runs for many months or years on a set of batteries, but not these! Only weeks with these. I don't have any kind of meter or anything like that to check them, but the proof is in the usage.......it's awful. Buy something else with a brand name.",negative
